Order,Season,Episode,Character Killed,Killer,Method,Method Category,Reason,Location,Importance,Allegiance death,Allegiance killer
5853,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,1.0,,
5854,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,1.0,,
5855,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,1.0,,
5856,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,1.0,,
5857,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,1.0,,
5858,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,1.0,,
5859,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,1.0,,
5860,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,1.0,,
5861,8,3,Jorah Mormont,Wight,Sword,Blade,Killed during the Battle of Winterfell when defending Daenerys Targaryen,Winterfell,4.0,House Targaryen,House Mormont
5862,8,3,Melisandre “the Red Woman” of Asshai,Melisandre “the Red Woman” of Asshai,Magic,Magic,"Removed her magic choker, which kept her youthful, after the Battle of Winterfell was won because she’d finished serving her “purpose”",Winterfell,4.0,The Lord of Light,
5863,8,4,Rhaegal,Euron Greyjoy,Scorpion bolt,Arrow,Killed in a surprise attack by Euron Greyjoy’s fleet when Daenerys Targaryen and her fleet are on their way to King’s Landing ,Dragonstone,4.0,House Targaryen,
5864,8,4,Missandei,Gregor “the Mountain” Clegane,Sword,Blade,Executed on Cersei Lannister’s orders when Cersei refuses to surrender to Daenerys Targaryen,King’s Landing,4.0,House Targaryen,
5865,8,5,Varys,Drogon,Dragonfire,Animal,Executed on Daenerys Targaryen’s orders after Varys betrayed her to try and put Jon Snow on the throne instead.,Dragonstone,4.0,House Targaryen,
5866,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5867,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5868,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5869,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5870,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5871,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5872,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5873,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5874,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5875,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5876,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5877,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5878,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5879,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5880,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5881,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5882,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5883,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5884,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5885,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5886,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5887,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5888,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5889,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5890,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5891,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5892,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5893,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5894,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5895,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5896,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5897,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5898,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5899,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5900,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5901,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5902,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5903,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5904,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5905,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5906,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5907,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5908,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5909,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5910,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5911,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5912,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5913,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5914,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5915,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5916,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5917,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5918,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5919,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5920,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5921,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5922,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5923,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5924,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5925,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5926,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5927,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5928,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5929,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5930,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5931,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5932,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5933,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5934,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5935,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5936,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5937,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5938,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5939,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5940,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5941,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5942,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5943,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5944,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5945,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5946,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5947,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5948,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5949,8,5,Greyjoy (Euron-aligned) soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Greyjoy (Euron-aligned),
5950,8,5,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Lannister,
5951,8,5,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Lannister,
5952,8,5,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Lannister,
5953,8,5,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Lannister,
5954,8,5,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Lannister,
5955,8,5,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Lannister,
5956,8,5,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Lannister,
5957,8,5,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Lannister,
5958,8,5,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Lannister,
5959,8,5,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Lannister,
5960,8,5,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Lannister,
5961,8,5,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Lannister,
5962,8,5,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Lannister,
5963,8,5,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Lannister,
5964,8,5,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Lannister,
5965,8,5,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Lannister,
5966,8,5,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Lannister,
5967,8,5,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Lannister,
5968,8,5,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Lannister,
5969,8,5,Lannister soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,House Lannister,
5970,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
5971,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
5972,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
5973,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
5974,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
5975,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
5976,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
5977,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
5978,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
5979,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
5980,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
5981,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
5982,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
5983,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
5984,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
5985,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
5986,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
5987,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
5988,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
5989,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
5990,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
5991,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
5992,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
5993,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
5994,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
5995,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
5996,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
5997,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
5998,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
5999,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6000,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6001,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6002,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6003,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6004,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6005,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6006,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6007,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6008,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6009,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6010,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6011,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6012,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6013,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6014,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
